,url,title,total_score,text,price,category,aspects
0,https://www.google.com/maps/search/?api=1&query=Reo%20Campsite%20-%20BBQ&query_place_id=ChIJWa7AunhrcTERYNCQ8WeWoyc,reo campsite - bbq,4.7,"Tại reo campsite - bbq, mình thấy bạn hướng dẫn viên an cực kì thân thiện và take care cho tụi mình. lần sau tụi mình sẽ ghé lại reo",,camping,{'SERVICE#STAFF': 'POSITIVE'}
1,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20R%E1%BB%ABng%20L%C3%A1%20Phong%20-%20H%E1%BB%93%20Tuy%E1%BB%81n%20L%C3%A2m&query_place_id=ChIJKSojkiJrcTER7Vt5Fr0KnaY,nhà hàng rừng lá phong - hồ tuyền lâm,4.3,"Khi ghé qua nhà hàng rừng lá phong - hồ tuyền lâm, mình nhận ra ai thích khám phá trong rừng và chèo thuyền thì thử 1 lần nhé.",,camping,{}
2,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20R%E1%BB%ABng%20L%C3%A1%20Phong%20-%20H%E1%BB%93%20Tuy%E1%BB%81n%20L%C3%A2m&query_place_id=ChIJKSojkiJrcTER7Vt5Fr0KnaY,nhà hàng rừng lá phong - hồ tuyền lâm,4.3,"cảnh đẹp, mát mẻ, nhân viên thân thiện. Chỗ mình ghé là nhà hàng rừng lá phong - hồ tuyền lâm.",,camping,"{'ENVIRONMENT#SCENERY': 'POSITIVE', 'ENVIRONMENT#WEATHER': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE'}"
3,https://www.google.com/maps/search/?api=1&query=Forest%20Scent%20Glamping%20Chill&query_place_id=ChIJyzi4QEsTcTERVkZ4YbwRPqE,forest scent glamping chill,4.8,"Cảm nhận của mình về forest scent glamping chill sau lần đầu ghé thăm là forest scent mang đến một không gian glamping hoàn hảo, kết hợp giữa thiên nhiên và sự tiện nghi. không gian thoáng đãng, lều trại thiết kế đẹp, sạch sẽ và đầy đủ tiện ích. buổi tối ở đây vô cùng yên tĩnh, rất thích hợp để thư giãn và tận hưởng không khí trong lành. nhân viên thân thiện, luôn sẵn sàng hỗ trợ. dịch vụ được tổ chức chuyên nghiệp, từ khu vực nghỉ ngơi đến vệ sinh đều sạch sẽ và gọn gàng. mọi trải nghiệm đều xứng đáng với mức giá. nếu bạn đang tìm một nơi để đi trốn và tận hưởng thiên nhiên theo cách thoải mái nhất, forest scent chắc chắn là lựa chọn không thể bỏ qua!.",22 US$,camping,"{'ENVIRONMENT#SCENERY': 'POSITIVE', 'ENVIRONMENT#ATMOSPHERE': 'POSITIVE', 'ENVIRONMENT#WEATHER': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE'}"
4,https://www.google.com/maps/search/?api=1&query=Forest%20Scent%20Glamping%20Chill&query_place_id=ChIJyzi4QEsTcTERVkZ4YbwRPqE,forest scent glamping chill,4.8,"Ở forest scent glamping chill, mình đã trải nghiệm cảnh chill vô cùng",22 US$,camping,{'ENVIRONMENT#SCENERY': 'POSITIVE'}
5,https://www.google.com/maps/search/?api=1&query=Reo%20Campsite%20-%20BBQ&query_place_id=ChIJWa7AunhrcTERYNCQ8WeWoyc,reo campsite - bbq,4.7,"Nói về reo campsite - bbq á hả, thì nơi tốt đẹp. thân thiện. cần cải thiện hương vị cà phê của bạn một chút. làm tốt..",,camping,{'SERVICE#STAFF': 'NEUTRAL'}
6,https://www.google.com/maps/search/?api=1&query=Reo%20Campsite%20-%20BBQ&query_place_id=ChIJWa7AunhrcTERYNCQ8WeWoyc,reo campsite - bbq,4.7,"Ghé reo campsite - bbq xong mình thấy quán xinh, anh an hướng dẫn viên chèo sup nhiệt tình dễ thương, quán có con chó rất là lười và dễ thương",,camping,{'SERVICE#STAFF': 'POSITIVE'}
7,https://www.google.com/maps/search/?api=1&query=Reo%20Campsite%20-%20BBQ&query_place_id=ChIJWa7AunhrcTERYNCQ8WeWoyc,reo campsite - bbq,4.7,Chuyến cắm trại gần đây tôi thực hiện ở reo campsite - bbq. một nơi tuyệt đẹp với đội ngũ nhân viên tận tâm và hữu ích. rất khuyến khích cho các cặp đôi hoặc nhóm bạn bè gia đình.,,camping,{'SERVICE#STAFF': 'POSITIVE'}
8,https://www.google.com/maps/search/?api=1&query=Forest%20Scent%20Glamping%20Chill&query_place_id=ChIJyzi4QEsTcTERVkZ4YbwRPqE,forest scent glamping chill,4.8,Cảm nhận chung về forest scent glamping chill của mình là sớm.,22 US$,camping,{}
9,https://www.google.com/maps/search/?api=1&query=N%C6%A1i%20ch%E1%BB%89%20c%C3%B3%20ch%C3%BAng%20ta%20bi%E1%BA%BFt%20-%20Campground&query_place_id=ChIJGdoC644XcTERQd5v2TXkCbI,nơi chỉ có chúng ta biết - campground,5.0,rất đáng nhớ và quá xứng đáng. cảm ơn anh đã cho tụi em 1 trải nghiệm tuyệt vời!. Lúc đó mình ở nơi chỉ có chúng ta biết - campground.,,camping,"{'PRICE': 'NEUTRAL', 'ENVIRONMENT#WEATHER': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE'}"
