,url,title,total_score,text,price,category
0,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Mình đặt lẩu bên Thôn, gặp một chút sự cố, Thôn hổ trợ nhiệt tình để xử lý, lẩu giao ít hơn nên Thôn liền giao thêm đủ lại cho mình. Mình chấm 10 điểm xử lý của Thôn. Cảm ơn Thôn nhiệt tình ạ. Lẩu rất vừa vị.",25 US$,camping
1,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Mình đặt kit niệm cưới cho ba mẹ ở đây.
Đồ ăn rất ngon, tươi. Giá cả cũng hợp lí. Không gian xinh xắn, đêm lên đèn còn đẹp nữa.
Chổ ở cũng rất ok, lều rộng, tư vấn và hỗ trợ nhiệt tình.
Các bạn rất phối hợp chiếu đèn, quay clip giúp gia đình mình, tạo không khí, cho mượn loa để hát và vui vẻ dưới khu lửa trại.
Nói chung là ưng ý",25 US$,camping
2,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Không gian đẹp, nhưng cảm giác thiếu nhân viên , phục vụ chậm.
Quán có xe trung chuyển khá xịn dành cho đoàn đông.",25 US$,camping
3,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Đồ nướng ướp vị rất vừa miệng, đa dạng lựa chọn. Lẩu măng cay thì lạ miệng, ấm lòng chiến sĩ giữa khung cảnh núi rừng được trang hoàng lộng lẫy và tiết trời lành lạnh.

Về nhà lại cả tuần rồi vẫn còn cảm giác thòm thèm đồ nướng ở Thôn Yên.",25 US$,camping
4,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,Mình đã đến đây 3 tháng trước nhưng đồ ăn ngon quá hôm nay 18/5 minh lại đến đồ ăn ở đây rất ngon phục vụ dễ thương,25 US$,camping
5,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,Yên bình,25 US$,camping
6,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Mình ít khi đánh giá nhưng phải nói là rất khen chỗ này nha, hôm mình gọi được phần bò mềm đúng ý siêu ngon luôn. Không gian quán rộng rãi, đường vào cũng dễ, phục vụ nhiệt tình nữa. Mọi người nên đi thử nha !!",25 US$,camping
7,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Nước ngon, view đẹp",25 US$,camping
8,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,Không gian chill dịch vụ ok,25 US$,camping
9,https://www.google.com/maps/search/?api=1&query=Th%C3%B4n%20Y%C3%AAn%20Glamping&query_place_id=ChIJ2_UWMQATcTER572IJUUXDvE,thôn yên glamping,4.6,"Dịch vụ theo mik thấy oke nha, đồ ăn ngon nữa. Nchung là sẽ cùng với bạn bè ghé lại nếu có dịp lại lên Đà Lạt",25 US$,camping
