,url,title,total_score,text,price,category
0,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,"Khách sạn mới xây sạch sẽ, thoáng mát, phòng không có ban công nhưng có cửa sổ hướng ra ngoài, gần nhiều điểm ăn uống, bờ hồ",23 US$,hotel
1,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,"Giá phòng hợp lý, bãi đậu xe thuận tiện, vị trí gần trung tâm.",23 US$,hotel
2,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,"Nhân viên nhiệt tình, nhưng khách sạn check thông tin không đầy đủ của booking. Vớt vát lại vị trí thuận tiện, phòg ốc tạm đầy đủ đồ dùng.",23 US$,hotel
3,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,Phòng sạch sẽ một điểm cộng là có 1 chiếc tiếp tân rất thân thiện và hiếu khách luôn đôi khi giỡn khá nhây 🤣🤣🤣,23 US$,hotel
4,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,"Khoá cửa chính bị hư không khoá được từ phía trong, khoá toilet hư làm bạn mình bị nhốt trong đó hồi lâu. Nhờ nhân viên đem chìa khoá lên mới ra được, toilet có mùi hôi chắc do hệ thống cống có vấn đề",23 US$,hotel
5,https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20s%E1%BA%A1n%20The%20Light%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJD-WtqkoTcTERNc6SsXHvJu0,khách sạn the light đà lạt,4.1,"Khách sạn mới xây nên rất ok, vị trí lại ở trung tâm, phòng trang trí đẹp và sạch sẽ 💜",23 US$,hotel
6,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Cũng hơi thất vọng vì phòng kh đc ok 🥲 giường nằm thì bước lên là kêu như kiểu giường chuẩn bị sập gỗ v á ! Còn đèn phòng thì chóp tắt , đúng là săn giá rẻ sẽ có phòng theo giá rẻ 😩",7 US$,hotel
7,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,sạch sẽ tiện nghi gần trung tâm,7 US$,hotel
8,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,chủ homestay đưa khách qua nhận phòng tại một homestay khác cách đó vài căn. nói dối là cùng chung 1 cơ sở nhưng chủ homestay kia nói là không liên quan gì với nha. Phòng nhận thực tế hoàn toàn không giống với hình ảnh quảng cáo. khuyến cáo khách hàng không nên đặt homestay này ,7 US$,hotel
9,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Trải nghiệm sau 4 ngày ở home phòng sạch sẽ , thoáng mát, ngay trung tâm thành phố nha đi đâu cũm gần và tiện  .  anh chủ siuuu thân thiện vuiii tính và rất nhiệt tình nha . Hôm mình đến mà đc up lên phòng có ban công ưng cái bụng luônggg kekeee. Mn nên đặt nha",7 US$,hotel
10,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Phòng rộng, thoáng mát, sạch sẽ và trang trí đẹp. Anh chủ rất dễ thương luôn, giá cả phải chăng nữa.",7 US$,hotel
11,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,Anh chủ nhiệt tình giúp đỡ và hỗ trợ hết mình nếu có lần sau đi đà lạt vẫn đặt ở đây,7 US$,hotel
12,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"anh chủ dễ thương, cô dọn phòng thân thiện . 10d không có nhưng",7 US$,hotel
13,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Khá hài lòng về home stay, anh chủ nói chuyện rất dể thương, thoải mái như ở nhà, đâng để trải nghiệm ",7 US$,hotel
14,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Tầm 6/10 thôi ạ. Gần trung tâm. Phòng ko dc dọn mỗi ngày nên phòng sẽ có mùi ẩm mốc 1 chút. Phòng như ảnh, nhưng ko mới lắm nhé",7 US$,hotel
15,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Home tiện ích đầy đủ, giá hợp lý nhưng phòng thoáng, sạch sẽ.",7 US$,hotel
16,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,anh chủ ở đây thân của thiện lắm lun á ,7 US$,hotel
17,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Anh chủ thân thiện, nhanh chóng, nhiệt tình! Home mới, sạch sẽ. Hơi tiếc là thời tiết nay mưa quá nên có thể ảnh hưởng đến cảm xúc trải nghiệm!",7 US$,hotel
18,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Anh chủ thân thiệt, nhiệt tình. Máy sấy hơi bất tiện, nóng tự tắt. Cửa phòng khó khoá.",7 US$,hotel
19,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Nếu chỉ cần một nơi để ngủ thì oke nhé. Phòng tivi k xài được, chỉ có bếp chung để nấu chứ k cho xài ấm siêu tốc trên phòng để nấu mì. Mền k dày k đủ ấm . Nói chung giá rẻ nên chỉ có thế thôi ấy 😃 ",7 US$,hotel
20,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Nhân viên siêu nhiệt tình, toilet rất sạch sẽ, phòng có ban công thông thoáng",7 US$,hotel
21,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Nhân viên lễ tân cực tệ, không hướng dẫn khách cụ thể, phòng khách không có dép thì bắt khách tự đi lấy!! không bao h quay lại lần 2",7 US$,hotel
22,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,"Anh chủ home chu đáo, hỗ trợ hết mình Có điều phòng cách âm hơi tệ Giá phòng phù hợp",7 US$,hotel
23,https://www.google.com/maps/search/?api=1&query=One%20Million%20Homestay&query_place_id=ChIJR30tueETcTERjIu8NTMRhls,one million homestay,4.7,Với giá cả thì mình cảm thấy okla. Home cũng rất hỗ trợ nhé,7 US$,hotel
